text,class,processed_tokens
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,"['yup', 'thk', 'cine', 'better', 'co', 'need', 'go', 'plaza', 'mah']"
Ok... Ur typical reply...,ham,"['ok', '...', 'ur', 'typic', 'repli', '...']"
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,"['per', 'request', ""'mell"", 'mell', 'oru', 'minnaminungint', 'nurungu', 'vettam', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']"
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,"['everywh', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometim', 'open', 'mouth', 'come', 'flow', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'i.ll', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'becom', 'one']"
Aaooooright are you at work?,ham,"['aaooooright', 'work']"
I'm leaving my house now...,ham,"[""'m"", 'leav', 'hou', '...']"
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,"['hello', 'love', 'get', 'interview', 'today', 'happi', 'good', 'boy', 'think', 'miss']"
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,"['custom', 'servic', 'annonc', 'new', 'year', 'deliveri', 'wait', 'plea', 'call', 'arrang', 'deliveri']"
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam,"['winner', 'u', 'special', 'select', 'receiv', 'å£1000', 'cash', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', 'claim']"
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham,"['keep', 'safe', 'need', 'miss', 'alreadi', 'envi', 'everyon', 'see', ""'s"", 'real', 'life']"
New car and house for my parents.:)i have only new job in hand:),ham,"['new', 'car', 'hou', 'parent', 'new', 'job', 'hand']"
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham,"[""'m"", 'love', ""'m"", 'excit', 'day', 'spend', 'make', 'happi']"
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,"['-pl', 'stop', 'bootyd', '32/f', 'invit', 'friend', 'repli', 'yes-434', 'no-434', 'see', 'www.sms.ac/u/bootyd', 'stop', 'send', 'stop', 'frnd']"
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam,"['bangbab', 'ur', 'order', 'way', 'u', 'receiv', 'servic', 'msg', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobil', 'internet/serv', 'menu']"
I place all ur points on e cultures module already.,ham,"['place', 'ur', 'point', 'e', 'cultur', 'modul', 'alreadi']"
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam,"['urgent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'å£900', 'prize', 'guarant', 'call', 'claim', 'code', 's89', 'valid', '12hr']"
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstd', 'wit', 'belov', 'one', ""'s""]"
Great escape. I fancy the bridge but needs her lager. See you tomo ,ham,"['great', 'escap', 'fanci', 'bridg', 'need', 'lager', 'see', 'tomo']"
Yes :)it completely in out of form:)clark also utter waste.,ham,"['ye', 'complet', 'form', 'clark', 'also', 'utter', 'wast']"
"Sir, I need AXIS BANK account no and bank address.",ham,"['sir', 'need', 'axi', 'bank', 'account', 'bank', 'address']"
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",ham,"['hmmm', '..', 'thk', 'sure', 'got', 'time', 'hop', 'ard', '...', 'ya', 'go', 'free', 'abt', '...', 'muz', 'call', 'u', 'discus', 'liao', '...']"
What time you coming down later? ,ham,"['time', 'come', 'later']"
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham,"['bloodi', 'hell', 'cant', 'believ', 'forgot', 'surnam', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin', '...']"
"Well, i'm gonna finish my bath now. Have a good...fine night.",ham,"['well', ""'m"", 'gon', 'na', 'finish', 'bath', 'good', '...', 'fine', 'night']"
Let me know when you've got the money so carlos can make the call,ham,"['let', 'know', ""'ve"", 'got', 'money', 'carlo', 'make', 'call']"
U still going to the mall?,ham,"['u', 'still', 'go', 'mall']"
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,"['turn', 'friend', 'stay', 'whole', 'show', 'wo', ""n't"", 'back', 'til', 'lt', 'gt', 'feel', 'free', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']"
Text her. If she doesnt reply let me know so i can have her log in,ham,"['text', 'doesnt', 'repli', 'let', 'know', 'log']"
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,"['hi', 'spoke', 'maneesha', 'v.', ""'d"", 'like', 'know', 'satisfi', 'experi', 'repli', 'toll', 'free', 'ye']"
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,"['lift', 'hope', 'offer', 'money', 'need', 'especi', 'end', 'month', 'approach', 'hurt', 'studi', 'anyway', 'gr8', 'weekend']"
Lol no. U can trust me.,ham,"['lol', 'u', 'trust']"
ok. I am a gentleman and will treat you with dignity and respect.,ham,"['ok', 'gentleman', 'treat', 'digniti', 'respect']"
"He will, you guys close?",ham,"['guy', 'close']"
Going on nothing great.bye,ham,"['go', 'noth', 'great.bi']"
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham,"['hello', 'handsom', 'find', 'job', 'lazi', 'work', 'toward', 'get', 'back', 'net', 'mummi', ""'s"", 'boytoy', 'miss']"
"Haha awesome, be there in a minute",ham,"['haha', 'awesom', 'minut']"
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,"['plea', 'call', 'custom', 'servic', 'repr', 'freephon', '9am-11pm', 'guarant', 'å£1000', 'cash', 'å£5000', 'prize']"
Have you got Xmas radio times. If not i will get it now,ham,"['got', 'xma', 'radio', 'time', 'get']"
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,"['ju', 'reach', 'home', 'go', 'bath', 'first', 'si', 'use', 'net', 'tell', 'u', 'finish', 'k', '...']"
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam,"['uniqu', 'enough', 'find', '30th', 'august', 'www.areyouunique.co.uk']"
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham,"[""'m"", 'sorri', ""'ve"", 'join', 'leagu', 'peopl', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'person', 'cost', 'great', 'week.|']"
Hi :)finally i completed the course:),ham,"['hi', 'final', 'complet', 'cour']"
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,"['stop', 'howev', 'suggest', 'stay', 'someon', 'abl', 'give', 'everi', 'stool']"
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,"['hope', ""'ve"", 'settl', 'new', 'school', 'year', 'wishin', 'gr8', 'day']"
Gud mrng dear hav a nice day,ham,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
Did u got that persons story,ham,"['u', 'got', 'person', 'stori']"
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,ham,"['hamster', 'dead', 'hey', 'tmr', 'meet', '1pm', 'orchard', 'mrt']"
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham,"['hi', 'kate', 'even', 'hope', 'see', 'tomorrow', 'bit', 'bloodi', 'babyjontet', 'txt', 'back', 'u', 'xxx']"
"Found it, ENC  &lt;#&gt; , where you at?",ham,"['found', 'enc', 'lt', 'gt']"
I sent you  &lt;#&gt;  bucks,ham,"['sent', 'lt', 'gt', 'buck']"
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham,"['hello', 'darlin', 'ive', 'finish', 'colleg', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'xxx']"
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham,"['account', 'refil', 'success', 'inr', 'lt', 'decim', 'gt', 'keralacircl', 'prepaid', 'account', 'balanc', 'r', 'lt', 'decim', 'gt', 'transact', 'id', 'kr', 'lt', 'gt']"
Goodmorning sleeping ga.,ham,"['goodmorn', 'sleep', 'ga']"
U call me alter at 11 ok.,ham,"['u', 'call', 'alter', 'ok']"
ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,ham,"['ìï', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'oredi', 'lar', '...']"
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,"['enter', 'cabin', 'pa', 'said', '``', 'happi', ""b'day"", 'bos', ""''"", 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went']"
"Aight yo, dats straight dogg",ham,"['aight', 'yo', 'dat', 'straight', 'dogg']"
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham,"['plea', 'give', 'u', 'connect', 'today', 'lt', 'decim', 'gt', 'refund', 'bill']"
Both :) i shoot big loads so get ready!,ham,"['shoot', 'big', 'load', 'get', 'readi']"
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham,"[""'s"", 'bruv', 'hope', 'great', 'break', 'reward', 'semest']"
Home so we can always chat,ham,"['home', 'alway', 'chat']"
K:)k:)good:)study well.,ham,"['k', 'k', 'good', 'studi', 'well']"
Yup... How Ì_ noe leh...,ham,"['yup', '...', 'ì_', 'noe', 'leh', '...']"
Sounds great! Are you home now?,ham,"['sound', 'great', 'home']"
Finally the match heading towards draw as your prediction.,ham,"['final', 'match', 'head', 'toward', 'draw', 'predict']"
Tired. I haven't slept well the past few nights.,ham,"['tire', ""n't"", 'slept', 'well', 'past', 'night']"
Easy ah?sen got selected means its good..,ham,"['easi', 'ah', 'sen', 'got', 'select', 'mean', 'good', '..']"
I have to take exam with march 3,ham,"['take', 'exam', 'march']"
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham,"['yeah', 'think', 'use', 'gt', 'atm', 'regist', 'sure', ""'s"", 'anyway', 'help', 'let', 'know', 'sure', 'readi']"
Ok no prob. Take ur time.,ham,"['ok', 'prob', 'take', 'ur', 'time']"
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham,"['o', 'call', 'ubandu', 'run', 'without', 'instal', 'hard', 'disk', '...', 'use', 'o', 'copi', 'import', 'file', 'system', 'give', 'repair', 'shop', '..']"
"Sorry, I'll call later",ham,"['sorri', ""'ll"", 'call', 'later']"
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham,"['u', 'say', 'leh', '...', 'cour', 'noth', 'happen', 'lar', 'say', 'v', 'romant', 'ju', 'bit', 'lor', 'thk', 'e', 'nite', 'sceneri', 'nice', 'leh']"
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,"['new', 'mobil', 'must', 'go', 'txt', 'nokia', 'collect', 'today', 'å£1', 'www.4-tc.biz', '2optout', '087187262701.50gbp/mtmsg18']"
Would really appreciate if you call me. Just need someone to talk to.,ham,"['would', 'realli', 'appreci', 'call', 'need', 'someon', 'talk']"
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', 'flyng', 'start', 'find', 'free', 'txt', 'horo', 'follow', 'ur', 'star', 'sign', 'e.', 'g.', 'horo', 'ari']"
Hey company elama po mudyadhu.,ham,"['hey', 'compani', 'elama', 'po', 'mudyadhu']"
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ham,"['life', 'strict', 'teacher', '...', 'bcoz', 'teacher', 'teach', 'lesson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesson', 'happi', 'morning.']"
Dear good morning now only i am up,ham,"['dear', 'good', 'morn']"
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'lt', 'gt', 'street', 'road', 'turn', 'first', 'right']"
Dear we are going to our rubber place,ham,"['dear', 'go', 'rubber', 'place']"
"Sorry battery died, yeah I'm here",ham,"['sorri', 'batteri', 'die', 'yeah', ""'m""]"
Yes:)here tv is always available in work place..,ham,"['ye', 'tv', 'alway', 'avail', 'work', 'place', '..']"
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam,"['text', 'meet', 'someon', 'sexi', 'today', 'u', 'find', 'date', 'even', 'flirt', 'u', 'join', '10p', 'repli', 'name', 'age', 'eg', 'sam', '-msg', 'recd', 'thirtyeight', 'penc']"
I have printed it oh. So  &lt;#&gt;  come upstairs,ham,"['print', 'oh', 'lt', 'gt', 'come', 'upstair']"
Or ill be a little closer like at the bus stop on the same street,ham,"['ill', 'littl', 'closer', 'like', 'bu', 'stop', 'street']"
Where are you?when wil you reach here?,ham,"['wil', 'reach']"
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham,"['new', 'theori', 'argument', 'win', 'situat', 'lose', 'person', 'dont', 'argu', 'ur', 'friend', '..', 'kick', 'amp', 'say', ""'m"", 'alway', 'correct']"
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'u-find', 'r', 'reveal', 'think', 'ur', 'special-c']"
Tomarrow final hearing on my laptop case so i cant.,ham,"['tomarrow', 'final', 'hear', 'laptop', 'case', 'cant']"
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham,"['pleassssssseeee', 'tel', 'v', 'avent', 'done', 'sportsx']"
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham,"['okay', 'shine', 'meant', 'sign', 'sound', 'better']"
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham,"['although', 'told', 'u', 'dat', ""'m"", 'baig', 'face', 'watch', 'realli', 'like', 'e', 'watch', 'u', 'gave', 'co', ""'s"", 'fr', 'u.', 'thanx', 'everyth', 'dat', 'u', ""'ve"", 'done', 'today', ""'m"", 'touch', '...']"
U don't remember that old commercial?,ham,"['u', ""n't"", 'rememb', 'old', 'commerci']"
Too late. I said i have the website. I didn't i have or dont have the slippers,ham,"['late', 'said', 'websit', ""n't"", 'dont', 'slipper']"
I asked you to call him now ok,ham,"['ask', 'call', 'ok']"
Kallis wont bat in 2nd innings.,ham,"['kalli', 'wont', 'bat', '2nd', 'inning']"
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'i.ll', 'fix', 'readi', 'time', 'wake', 'dearli', 'miss', 'good', 'night', 'sleep']"
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,"['congratul', 'ur', 'award', 'cd', 'voucher', '125gift', 'guarant', 'free', 'entri', 'wkli', 'draw', 'txt', 'music', 'tnc', 'www.ldew.com1win150ppmx3age16']"
Ranjith cal drpd Deeraj and deepak 5min hold,ham,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']"
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,"['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'u', 'dnt', 'take', 'seriou', '..', 'coz', 'angri', 'childish', 'n', 'true', 'way', 'show', 'deep', 'affect', 'care', 'n', 'luv', '..', 'kettoda', 'manda', '...', 'nice', 'day', 'da']"
